city,i,j,class_i,class_j,pair_label,same_class
phoenix,2,41,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,2,42,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,2,22,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,2,283,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,3,197,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,3,4,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,3,300,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,3,207,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,4,197,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,4,196,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,4,9,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,4,300,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,4,207,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,5,103,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
phoenix,5,240,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
phoenix,5,275,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
phoenix,5,244,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
phoenix,5,212,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
phoenix,5,180,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
phoenix,5,239,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
phoenix,6,279,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,6,8,Neither hotspot,LST-only hotspot,LST-only | Neither,False
phoenix,6,254,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,6,7,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,6,257,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,7,254,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,7,257,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,7,65,Neither hotspot,LST-only hotspot,LST-only | Neither,False
phoenix,7,208,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,8,174,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
phoenix,8,276,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
phoenix,8,279,LST-only hotspot,Neither hotspot,LST-only | Neither,False
phoenix,8,254,LST-only hotspot,Neither hotspot,LST-only | Neither,False
phoenix,9,196,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,9,195,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,9,12,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,9,10,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,9,11,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,9,207,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,10,11,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,10,317,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,10,287,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,10,207,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,10,206,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,11,195,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,11,49,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,11,317,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,11,287,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,11,168,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,12,269,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,12,125,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,12,196,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,12,195,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,12,17,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,12,200,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,13,135,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
phoenix,13,159,LST-only hotspot,HI-only hotspot,HI-only | LST-only,False
phoenix,13,89,LST-only hotspot,HI-only hotspot,HI-only | LST-only,False
phoenix,13,189,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
phoenix,13,186,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
phoenix,13,253,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
phoenix,14,77,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
phoenix,14,155,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
phoenix,15,160,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,15,222,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,15,319,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,15,320,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,15,272,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,15,92,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,15,56,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,16,260,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,16,319,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,16,106,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,16,318,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,16,273,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,16,269,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,16,17,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,16,200,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,17,106,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,17,318,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,17,274,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,17,200,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,18,19,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,18,148,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,18,58,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,18,44,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,18,57,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,18,198,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,19,20,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,19,147,Neither hotspot,LST-only hotspot,LST-only | Neither,False
phoenix,19,148,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,19,58,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,20,242,Neither hotspot,LST-only hotspot,LST-only | Neither,False
phoenix,20,147,Neither hotspot,LST-only hotspot,LST-only | Neither,False
phoenix,20,148,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,21,301,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
phoenix,21,212,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
phoenix,22,277,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,22,90,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,22,42,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,22,157,Neither hotspot,LST-only hotspot,LST-only | Neither,False
phoenix,22,283,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,22,284,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,23,123,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,23,121,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,23,311,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,24,184,Both LST and HI hotspot,HI-only hotspot,Both | HI-only,False
phoenix,24,27,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
phoenix,24,47,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
phoenix,24,26,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
phoenix,24,163,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
phoenix,24,154,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
phoenix,24,165,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
phoenix,25,241,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
phoenix,25,173,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
phoenix,25,229,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
phoenix,25,164,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
phoenix,25,162,Both LST and HI hotspot,Neither hotspot,Both | Neither,False
phoenix,26,27,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
phoenix,26,194,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
phoenix,26,164,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
phoenix,26,165,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
phoenix,27,184,Both LST and HI hotspot,HI-only hotspot,Both | HI-only,False
phoenix,27,194,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
phoenix,28,167,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
phoenix,28,173,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
phoenix,28,126,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
phoenix,28,161,Both LST and HI hotspot,LST-only hotspot,Both | LST-only,False
phoenix,28,162,Both LST and HI hotspot,Neither hotspot,Both | Neither,False
phoenix,29,176,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,29,202,Neither hotspot,LST-only hotspot,LST-only | Neither,False
phoenix,29,193,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,29,271,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,29,268,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,29,122,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,29,31,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,30,107,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,30,199,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,30,193,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,31,202,Neither hotspot,LST-only hotspot,LST-only | Neither,False
phoenix,31,271,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,31,268,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,31,122,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,31,311,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,31,118,Neither hotspot,LST-only hotspot,LST-only | Neither,False
phoenix,32,39,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,32,210,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,32,302,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,32,299,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,32,40,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,33,113,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
phoenix,33,34,LST-only hotspot,HI-only hotspot,HI-only | LST-only,False
phoenix,34,113,HI-only hotspot,LST-only hotspot,HI-only | LST-only,False
phoenix,34,74,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
phoenix,34,51,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
phoenix,34,201,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
phoenix,34,54,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
phoenix,34,250,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
phoenix,34,247,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
phoenix,34,297,HI-only hotspot,Neither hotspot,HI-only | Neither,False
phoenix,34,298,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
phoenix,34,238,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
phoenix,34,81,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
phoenix,35,208,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,35,78,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,35,302,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,35,308,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,35,234,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,35,152,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,35,151,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,36,330,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,36,70,Neither hotspot,LST-only hotspot,LST-only | Neither,False
phoenix,36,252,Neither hotspot,LST-only hotspot,LST-only | Neither,False
phoenix,37,261,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,37,325,Neither hotspot,HI-only hotspot,HI-only | Neither,False
phoenix,37,109,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,37,128,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,37,114,Neither hotspot,HI-only hotspot,HI-only | Neither,False
phoenix,37,82,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,38,310,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,38,213,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,38,220,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,38,232,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,39,236,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,39,305,Neither hotspot,LST-only hotspot,LST-only | Neither,False
phoenix,39,306,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,39,80,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,39,302,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,39,79,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,39,329,Neither hotspot,LST-only hotspot,LST-only | Neither,False
phoenix,39,299,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,39,40,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,39,227,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,39,228,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,40,305,Neither hotspot,LST-only hotspot,LST-only | Neither,False
phoenix,40,299,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,41,197,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,41,300,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,41,121,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,41,42,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,42,300,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,42,283,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,43,274,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,43,44,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,43,57,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,43,198,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,44,57,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,44,198,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,45,50,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,45,49,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,45,46,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,45,168,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,45,171,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,45,170,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,45,169,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,46,50,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,46,48,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,46,205,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,46,171,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,46,170,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,47,184,Both LST and HI hotspot,HI-only hotspot,Both | HI-only,False
phoenix,47,155,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
phoenix,47,163,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
phoenix,47,154,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
phoenix,47,153,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
phoenix,48,205,Neither hotspot,Neither hotspot,Neither | Neither,True
